Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,eqg_yoy,eqg_effective,eqg_factor_effective,revenue_quarterly_growth,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,skip_reason
TLV:ARPT,AIRPORT CITY,Real Estate,Israel,115740976149,276925185.4,159618222.7,67501747.11,16881914.85,88250068.76,172213466.2,12.717,12.717,37.03333,0,37.03333,7.77784,37.03333,20.453,0.21589,1.43685,2.5,0.60147,2.5,1.03375,0.23085,0,1.5,5429,0.00028,92.47852,124488000,191952000,1.54193,169,11306786816,6915308544,1135810.651,-0.955,-0.33607,-0.80027,0.24973,-0.75,1,1,110075616.3,30780490.06,102.71836,367.33615,235.02726,1.00398,0.98605,0.99502,ILS,0.30581,0,0,0,0,5429,3291,5700,4834.154,12.30507,64.96506,-4.75439,1.77501,31.27558,2.01459,2.03312,0.29036,0.18706,8.57698,8.78587,1.52291,1.19015,2.03386,0.24871,8.69143,1.36653,None
TLV:ARTS,AIRTOUCH SOLAR LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.01,0,0,825.9,0,10000,35229100,0,0,10000000,288913856,288913856,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,825.9,820.1,1001,894.69073,-7.68877,0.70723,-17.49251,0.06412,0.06512,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:ARYT,ARYT INDUSTRIES,Technology,Israel,39886213023446,16344362.03,5214019.725,3285255.668,748072.422,2981046.074,9814808.851,1.785,1.785,10.68852,0,10.68852,2.44216,3.56284,5.781,0.22777,0.78446,2.5,0.56921,2.5,0.65343,0.01,0,0.122,131.5,0.00093,193.47179,96594704,11748000,0.12162,65,92067224,125959480,180738.4615,-0.649,-0.19107,-0.53452,0.51548,-0.75,1,1,3525377.68,-319326.802,26.11556,23991690248,11995845137,0.27098,0.26689,0.26894,ILS,0.30581,13,13,18,18,131.5,117.9,161.8,130.22098,0.98219,11.5352,-18.72682,0.61959,0.62059,4.73233,4.78929,0.19059,0.12932,0.57429,0.71983,5.09926,5.30609,4.77081,0.16995,0.65706,5.21267,None
TLV:ASGR,ASPEN GROUP LTD,Real Estate,Israel,65130892509,60427587.09,20738484.76,11221718.34,3327518.61,12033001.69,35824652.71,11.411,11.411,13.77193,0,13.77193,2.76723,13.77193,15.975,0.18757,0.82704,2.5,0.71965,2.5,0.71501,0.2559,0,0.57,781.8,0.00073,74.45699,64280900,17465000,0.2717,30,2080802944,504605056,582166.6667,-0.914,-0.21781,-0.73995,0.31005,-0.75,1,1,15591763.62,2925031.875,133.45526,711.37787,422.41657,3.31926,3.15881,3.23903,ILS,0.30581,6.3383,6.6719,6.6719,6.6719,781.8,412.7,803.3,690.3615,13.24502,89.43543,-2.67646,1.88991,45.56704,1.40445,1.42006,1.55955,1.65273,1.29424,1.32616,1.05167,1.04797,1.42225,1.61614,1.3202,1.05982,None
TLV:ASHG,ASHTROM GROUP LTD,Real Estate,Israel,36324100669,0,0,0,0,0,0,3.02,3.02,19.80882,0,19.80882,1.77986,19.80882,22.787,0.07092,0,0,0,0,0.05053,0.24227,0,3.766,7300,0.00052,231.55478,110539000,328560000,2.97234,769,13990743040,8246209536,427256.1769,-0.273,-0.273,-0.273,0.777,-0.75,1,1,662142733.3,208442933.3,21.1295,67.12026,44.12488,4.02936,3.9253,3.97733,USD,1,129.02,59.6594,120.951,125.927,7300,3423,7638,6108.5386,19.50485,113.26322,-4.42524,1.83962,38.75871,1.31056,1.30834,0.34707,0.25337,20.60713,20.42508,1.33924,1.37678,1.31945,0.31022,20.52611,1.36801,None
TLV:ASHO,ASHOT ASHKELON,Industrials,Israel,4.54E+16,95716919.4,1147969.965,21192857.26,-3241.586,572364.1897,58454888.33,1.097,1.097,429.2,0,429.2,0.82271,429.2,13.997,0.00849,0.01307,1,-0.00147,0,0.01969,0.01,0,0.025,1072,2.00E-05,103.71159,23572400,601000,0.0255,462,337184576,252931856,1300.8658,-0.24817,-0.24817,-0.24817,0.80183,-0.75,1,1,-3918302.755,-1517510.769,639473111.2,10984846450,5812159781,1.30166,1.14905,1.22536,ILS,0.30581,14.2366,28.4733,52.5113,0,1072,1040,1250,1129.8601,-5.121,3.07692,-14.24,0.30476,0.30576,1.78529,1.91545,0.44432,0.34689,1.47254,1.70902,1.22214,1.21639,1.86037,0.40561,1.60078,1.22927,None
TLV:ASPF,ALTSHULER SHAHM,Financial Services,Israel,5648137296,0,0,0,0,0,0,4.059,4.059,30.98571,0,30.98571,4.60307,30.98571,15.718,0.15304,0,0,0,0,0.09745,0.02542,0,0.7,2061,0.00034,1466.5315,191716000,138256992,0.72116,951,3667169024,4158320128,145380.6435,0.437,0.437,0.437,3.235,-0.75,1,1,95549200,49507866.67,38.3799,74.07245,56.22618,1.57459,1.58819,1.58139,USD,1,17.2129,0,0,0,2061,1808,2208,2031.4822,1.45302,13.99336,-6.65761,1.265,4.09773,1.63589,1.63013,0.02307,0.00436,16.05864,11.02923,0.89297,4.48681,1.64301,0.02371,13.55393,2.69989,None
TLV:ATRY,ATREYU CAPITAL,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,8.294,8.294,10.48515,0,10.48515,8.62486,10.48515,0,0.82282,0,0,0,0,0.48018,0.22775,0,5.05,5149,0.00098,345.40118,14723500,74376000,5.05152,16,749696832,779609344,4648500,-0.095,-0.095,-0.095,0.955,-0.75,1,1,52928066.67,15875733.33,14.16445,47.22282,30.69363,0.0197,0.01647,0.01809,USD,1,135.837,105.274,115.462,146.025,5149,4680,6340,5068.3496,1.59126,10.02137,-18.78549,0.56506,0.56606,62.73005,63.32694,0.04411,0.01103,0,0,6.57072,5.0006,63.03849,0.03757,0.01,5.79566,None
TLV:AUDC,AUDIOCODES,Technology,Israel,5576977965,205101666.7,17660533.33,58134533.33,8935666.667,13298100,131618100,14.257,14.257,110.86498,145.97222,119.64179,15.1334,39.8806,72.801,0.1405,0.46711,5.625,2.63591,17.1875,1.66977,0.36664,0.72,0.948,10290,9.00E-05,1684.5648,32770800,31977000,0.97578,773,3244669952,3444211200,41367.39974,0.898,0.34739,0.76035,4.85173,-0.75,1,1,31293933.33,11799066.67,103.68367,274.99378,189.33873,0.99101,0.71535,0.85318,USD,1,16,14,13,12,10290,8518,15220,9634.79,6.80046,20.80301,-32.39159,0.5288,0.5298,2.14428,2.39965,0.21658,0.11791,0.97239,0.90468,1.94519,2.12714,2.28196,0.17724,0.94854,2.04616,None
TLV:AUGN,AUGWIND ENERGY TEC,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.09057,0,-0.564,7977,-7.00E-05,10000,19988300,0,0,10000000,1789952256,1789952256,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,7977,3400,13610,8961.637,-10.98724,134.61765,-41.38868,0.89657,0.89757,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:AURA,AURA INVESTMENTS,Real Estate,Israel,70745120045901,0,0,0,0,0,0,1.551,1.551,18.01075,0,18.01075,0.73507,18.01075,18.528,0.03812,0,0,0,0,0.03178,0.22484,0,0.186,330,0.00056,220.39474,242544992,42143000,0.17375,45,1714475008,812525760,936511.1111,0.984,0.984,0.984,5.97,-0.75,1,1,-115931266.7,38328933.33,3300441.673,44.73057,1650243.202,4.17621,4.27924,4.22773,USD,1,1.7369,0,0,0,330,98,335,240.69861,37.10092,236.73469,-1.49254,1.95781,56.31419,1.24146,1.23557,1.0747,1.2875,0,0,1.13034,1.12701,1.24851,1.1911,0.01,1.13867,None
TLV:AVER,AVERBUCH FORMICA,Consumer Cyclical,Israel,268408002.9,6111633.237,722363.9947,1481802.355,594678.126,658521.0603,3796717.796,8.221,8.221,23.78616,0,23.78616,7.46291,23.78616,27.32,0.30895,0.13847,1,0.97308,2.5,0.6741,0.01,0,0.795,1902,0.00042,171.83098,8420790,5583000,0.663,139,148563824,134862336,40165.46763,0.27214,0.27214,0.27214,2.41071,-0.75,1,1,947480.9293,264066.935,156.79875,562.59912,359.69893,0.43092,0.45192,0.44142,ILS,0.30581,47.5015,35.6261,29.6884,17.813,1902,1450,3044,1797.6154,5.80684,31.17241,-37.51643,0.56713,0.56813,3.34572,3.21914,0.13324,0.12535,15.91332,16.06914,0.95273,0.97239,3.29243,0.13929,16.00123,0.97256,None
TLV:AVGL,AVGOL INDUSTRIES,Consumer Cyclical,Israel,79177350.36,396212066.7,25796066.67,95869266.67,6402133.333,16099100,246040666.7,2.722,2.722,24.96774,0,24.96774,2.45908,24.96774,12.014,0.09596,0.16609,2.5,0.16495,2.5,0.16574,0.19929,0,0.124,304.1,0.00041,527.4276,304222016,36755000,0.12082,818,1042649536,941871360,44932.76284,-0.332,0.25319,-0.1857,0.8643,-0.75,1,1,69807866.67,15178800,14.93599,68.69117,41.81358,2.06977,1.79745,1.93361,USD,1,3.73,5.113,4.098,3.693,304.1,273.1,485,314.2853,-3.24078,11.35115,-37.29897,0.29259,0.29359,1.50873,1.56245,0.33808,0.09207,0.15274,0.13627,1.54646,1.71752,1.54559,0.22507,0.1545,1.64199,None
TLV:AVIA,AVIATION LINKS,Consumer Cyclical,Israel,1.00E+50,130402666.7,-34133.33333,6983500,-442900,-238516.6667,68693083.33,2.683,2.683,-346.07031,0,-346.07031,2.01803,-346.07031,-460.08307,-0.04755,-0.02111,0,-0.07583,0,-0.02648,0.08823,0,-0.254,1078,-0.00024,804.4776,7657120,-1945000,-0.25401,36,109737480,82543536,-54027.77778,-0.46422,-0.46422,-0.46422,0.58578,-0.75,1,1,-2088600,-977700,145873535.6,1417778490,781826012.7,4.48752,3.63775,4.06264,USD,1,30.037,30.18,23.62,13.122,1078,360,1251,964.55457,11.76143,199.44444,-13.82894,1.61167,17.5251,1.53876,1.65932,0.94127,1.35184,4.99569,8.26991,1.20867,1.24445,1.60904,1.15656,6.6428,1.23656,None
TLV:AVIV,MORDECHAI AVIV,Real Estate,Israel,3169384180,57043167.43,4536772.899,18477855.69,1175248.217,2856010.558,37760511.56,2.936,2.936,26.65049,0,26.65049,0.77841,26.65049,29.641,0.05807,0.22456,2.5,0.14685,2.5,0.18857,0.01,0,1.03,2633,0.00039,127.41959,13248500,13710000,1.03483,535,693174848,183772256,25626.16822,0.091,-0.03563,0.05934,1.34672,-0.75,1,1,12718964.1,4540789.204,54.49932,152.65515,103.57723,1.95877,1.85098,1.90487,ILS,0.30581,13.5864,21.7383,16.2641,33.8077,2633,1150,2785,2004.5385,31.35193,128.95652,-5.45781,1.81407,35.63858,1.51865,1.54091,0.33229,0.24242,7.3564,7.00088,1.3785,1.34633,1.53978,0.29736,7.18864,1.37241,None
TLV:AVLN,AVIV ARLON LTD,Industrials,Israel,1.00E+50,0,0,0,0,0,0,-23.913,-23.913,0,0,0,-14.98654,0,-2.867,0,0,0,0,0,0.01,0.01,0,-1.187,166.5,-0.00713,86.74146,37426700,-44442000,-1.18744,10000000,101582496,63662820,-4.4442,-0.9,-0.9,-0.9,0.15,-0.75,1,1,1716333.333,2149933.333,59.18576,47.24914,53.21745,1.48073,1.36221,1.42147,USD,1,32.0627,0,0,0,166.5,150.2,243.2,166.67273,-0.10363,10.8522,-31.53783,0.35054,0.35154,1.68759,1.74405,2.41468,2.94127,1.62695,1.70034,1.31216,1.05877,1.72582,2.68798,1.67364,1.19546,None
TLV:AVRT,AVROT INDUSTRIES,,Israel,1.00E+50,0,0,0,0,0,0,1.325,1.325,0,0,0,1.14419,0,15.911,-0.04311,0,0,0,0,0.00384,0.01,0,-0.038,96.7,-0.00039,321.54343,163352000,-6154000,-0.03767,103,189116688,163352000,-59747.57282,-0.9,-0.9,-0.9,0.15,-0.75,1,1,21442066.67,3725200,8.81989,50.76685,29.79337,2.39307,2.29061,2.34184,USD,1,10,59.6685,0,0,96.7,0.247,105.6,0.247,39049.79757,39049.79757,-8.42803,1.83104,37.68712,1.41984,1.43693,0.18824,0.12996,99.47246,397.88986,1.24691,1.09903,1.43839,0.1691,248.69116,1.18297,None
TLV:AYAL,AYALON HOLDINGS,Financial Services,Israel,1.00E+50,783444975.4,-7212610.399,243635014.6,-3873491.397,-5543050.898,513539995,-2.557,0.9263,-85.81745,0,-85.81745,0.19327,-85.81745,429.59,-0.02611,-0.00976,0,-0.01506,0,-0.00361,0.06781,0,-3.532,2584,-0.00137,68.07291,18197800,-64278000,-3.53219,1137,475690496,475690496,-56532.98153,-0.51555,-0.51555,-0.51555,0.53445,-0.75,1,1,50597528.51,50500535.78,9.40146,9.41951,9.41049,18.86225,19.49129,19.17677,ILS,0.30581,127.102,106,50,118,2584,1090,2799,2036.5874,26.87892,137.06422,-7.68131,1.74839,28.5648,1.05324,1.05139,303.68351,214.312,0.09505,0.10056,10.72057,11.91863,1.06232,259.00775,0.1078,11.3296,None
TLV:AZRG,AZRIELI GROUP,Real Estate,Israel,4540296702275,622017540,281345200,132089532.7,9969406,145657303,377053536.3,20.341,20.341,156.29012,23.45857,123.08223,16.18081,123.08223,35.288,0.10356,1.03242,2.5,0.04516,1,0.63599,0.08565,10.38,1.558,23770,7.00E-05,163.13924,121273000,201000000,1.65742,361,37122990080,29529974784,556786.7036,-0.41385,-0.41385,-0.41385,0.63615,-0.75,1,1,359204426,70356687.33,103.34781,527.63982,315.49382,0.91235,0.93935,0.92585,ILS,0.30581,371.064,247.376,461.769,428.785,23770,14800,24440,20689.23,14.89069,60.60811,-2.74141,1.861,41.54057,2.09963,2.06672,0.22444,0.09427,0.11983,0.05126,1.05672,1.14097,2.09317,0.16936,0.09555,1.10884,None
TLV:AZRM,AZORIM INV DEV,Real Estate,Israel,4380801369,353488327.4,33103341.27,113002768.5,12532154.96,22817748.11,233245548,3.521,3.521,25.74144,0,25.74144,2.28434,25.74144,30.172,0.08875,0.53298,5.625,0.26626,2.5,0.40331,0.15037,0,0.526,1318,0.0004,205.1826,210740992,110857000,0.52603,88,4398070784,2853433088,1259738.636,0.504,0.03165,0.38591,2.97956,-0.75,1,1,80201159.75,27238353.99,54.83799,161.4661,108.15205,2.16488,1.9901,2.07749,ILS,0.30581,114.565,17.1847,71.603,687.389,1318,513,1390,1037.5126,27.0346,156.92008,-5.17986,1.8358,38.27875,1.46854,1.50361,0.32317,0.31264,121.04085,76.25161,1.32432,1.4749,1.49607,0.32791,98.65623,1.40961,None
TLV:AZRT,REIT AZORIM - H.F,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,150.814,150.814,41.03125,0,41.03125,116.3821,41.03125,0,2.87168,0,0,0,0,1.65096,0.58617,0,0.32,1290,0.00025,122.48134,62100000,20119000,0.32398,10000000,1056606016,815372992,2.0119,-0.001,-0.001,-0.001,1.049,-0.75,1,1,3983000,864333.3333,265.27894,1222.452,743.86547,2.43036,0.88114,1.65575,USD,1,0,0,0,0,1290,773,1600,1280.6923,0.72677,66.88228,-19.375,1.2503,3.82024,1.4355,2.32974,2.24298,0.98172,0,0,0.01683,3.68213,1.89262,1.62235,0.01,1.85948,None
TLV:BCNV,BRACK CAPITAL PROP,Real Estate,Netherlands,743970927460,199663380.4,90877397.4,45230243.79,28602062.34,59739729.87,122446812.1,18.397,18.397,29.16597,0,29.16597,16.8404,29.16597,58.614,0.57979,1.14905,2.5,0.60415,1,0.92204,0.13814,0,11.99,33620,0.00036,335.9496,7699190,92695000,12.03958,140,2941299200,2692375296,662107.1429,-0.124,0.18478,-0.04681,1.00319,-0.75,1,1,40861552.47,11998921.49,71.98207,245.1303,158.55618,1.07606,0.84735,0.9617,EUR,1.21951,91,0,0,0,33620,20470,34970,28749.93,16.93942,64.24035,-3.86045,1.81379,35.60627,2.06593,2.2453,1.76987,1.75295,11.76854,11.18679,0.75517,0.61957,2.16562,1.77141,11.48767,0.69737,None
TLV:BCOM,B COMMUNICATIONS L,Communication Services,Israel,314115386.8,2711704644,-93665234.29,669377315.3,13863386.67,-39900923.81,1690540980,1.339,1.339,4.62963,0.59467,3.62089,0.08334,3.62089,3.425,0.018,-0.03335,0,0.02062,1,0.02216,0.01709,10.51,1.35,618.7,0.00218,10000,116317000,157000000,1.34976,9848,11683915776,726981248,15942.32331,-0.483,0.70367,-0.18633,0.86367,-0.75,1,1,973515554,272497097.3,12.00178,42.87721,27.43949,-79.6632,-138.73717,1093.00185,ILS,0.30581,1188,315,32,73,618.7,512,934,627.55383,-1.41085,20.83984,-33.75803,0.50569,0.50669,1.02203,1.01988,0.07622,0.13589,1.18318,1.00426,1.01557,1.13495,1.03095,0.11606,1.10372,1.08526,None
TLV:BEZQ,BEZEQ ISRAEL TELCM,Communication Services,Israel,2759910807,2730495941,13109055.33,669377315.3,48032557.33,30570806.33,1699936628,2.098,2.098,11.73611,8.89474,11.02577,1.07158,11.02577,6.166,0.09125,0.0058,1,0.17941,2.5,0.13942,0.10561,0.38,0.288,338,0.00085,10000,2765489920,796000000,0.28783,5408,18300518400,9347356672,147189.3491,0.41582,0.41582,0.41582,3.12912,-0.75,1,1,978693936.7,263424734,18.69892,69.47153,44.08522,-46.25748,-82.87328,646.65381,ILS,0.30581,11.4988,11.4988,13.3068,25.6013,338,295,415,342.00418,-1.1708,14.57627,-18.55422,0.71667,0.71767,0.98954,0.98529,0.07176,0.14106,1.61586,1.20344,0.9953,1.07513,0.99741,0.11641,1.41965,1.04521,None
TLV:BIG,BIG SHOPPING CENTE,Real Estate,Israel,414890454048064,199682839.3,65485806.82,52032307.49,13465833.67,39475820.24,125857573.4,24.03,24.03,201.28047,0,201.28047,14.36942,201.28047,42.685,-0.01653,0.27136,1,-0.11958,0,0.14326,0.17441,0,-0.618,39020,-2.00E-05,147.65076,19964100,-9141000,-0.45787,10000000,13287425024,7945711616,-0.9141,-0.823,-0.47968,-0.73717,0.31283,-0.75,1,1,59963836.42,10863961.41,221.59064,1223.07366,722.33215,2.0064,2.06257,2.03449,ILS,0.30581,686.324,688.715,602.38,502.303,39020,22350,40150,35021.816,11.41627,74.58613,-2.81445,1.87303,43.1791,1.55374,1.53352,3.72079,4.20897,0.47654,0.51098,0.46909,0.59581,1.55363,3.97488,0.50376,0.54245,None
TLV:BIGT-L,BIG TECH 50 R&D LP,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,41810267331276,0,0,0,0,0,0,0,0.01,0.55667,0,0,910,0,10000,100000000,-266400,-0.00266,1,88745480,88745480,-266400,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-81600,-20400,1286731830364,82333802832189,41810267331276,-24.15766,-6.03941,151.98536,USD,1,0,0,0,0,901.3,910,1032,901.3,0.96527,0,-11.82171,0,0.001,0.95861,0.23965,0,0,0,0,0.94425,0.23606,0.60913,0.01,0.01,0.60015,None
TLV:BIMT-L,BIO MEAT FOODTECH,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.01,0,0,277.2,0,10000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,277.2,276.9,295,277.2,0,0.10834,-6.0339,0.03315,0.03415,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:BIOV,BIO VIEW,Healthcare,Israel,94070661.37,8749427.973,248970.1147,2143401.903,79999.896,164485.0053,5446414.938,1.046,1.046,50.33333,0,50.33333,1.59406,50.33333,14.919,0.03405,0.02419,1,0.03181,1,0.042,0.11155,0,0.06,306.8,0.0002,165.02731,13702600,884000,0.06451,32,27153164,41381852,27625,-0.01704,-0.01704,-0.01704,1.03296,-0.75,1,1,281426.7493,130580.87,96.48395,207.94136,152.21266,0.41073,0.351,0.38086,ILS,0.30581,20,0,0,0,306.8,200,497,368.46924,-16.7366,53.4,-38.26962,0.71919,0.72019,3.49226,3.85277,0.07067,0.08564,9.4624,10.30093,3.00121,3.31439,3.68251,0.08816,9.89167,3.1678,None
TLV:BIRM,BIRMAN WOOD,Industrials,Israel,314228505.2,84485313.21,3505561.192,22594741.27,1077338.049,2291449.621,53540027.24,1.193,1.193,13.14597,0,13.14597,0.57879,13.14597,11.656,0.04405,0.10359,2.5,0.11801,2.5,0.11333,0.01,0,1.103,1441,0.00077,168.5067,10999800,12138000,1.10347,233,328679808,159495648,52094.4206,0.745,0.0323,0.56683,3.88413,-0.75,1,1,6722763.941,1704707.264,48.89058,192.80718,120.84888,2.34445,2.35978,2.35211,ILS,0.30581,31.8188,45.4554,59.0921,59.0921,1441,6.25,1450,9.715,14732.73289,22956,-0.62069,1.98753,61.64323,1.42715,1.42377,0.036,0.01014,1.25876,1.00942,1.49409,1.50572,1.43546,0.03307,1.14409,1.50991,None
TLV:BKRY,BIKUREY HASADE HOL,Consumer Defensive,Israel,85675739173,0,0,0,0,0,0,1.21,1.21,8.35595,0,8.35595,59.38748,8.35595,20.162,0.0839,0,0,0,0,0.05794,0.06077,0,0.84,695.1,0.00121,965.4746,100000000,98598000,0.98598,1349,1422201856,1422201856,73089.69607,0.949,0.949,0.949,5.795,-0.75,1,1,53189200,15452600,26.73855,92.03641,59.38748,5.2731,5.72079,5.49694,USD,1,0,0,0,0,695.1,550.9,728,625.50464,11.12627,26.17535,-4.51923,1.62846,18.6492,1.44139,1.29159,1.5465,1.63938,6.50715,3.76283,0.64592,0.80113,1.37649,1.60294,5.14499,0.73352,None
TLV:BLND,BLENDER FINANCE TE,Technology,Israel,1.00E+50,0,0,0,0,0,0,28.356,28.356,0,0,0,462737328.7,0,0,-2.42884,0,0,0,0,-0.33698,0.11918,0,-4.785,2990,-0.0016,1748.2477,100000000,-24184000,-0.24184,32,282338528,282338528,-755750,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-6291333.333,-3002100,90987624.87,834487032.4,462737328.7,4.79636,6.42435,5.61035,USD,1,0,0,0,0,2990,2980,4251,3545.233,-15.6614,0.33557,-29.66361,0.01574,0.01674,1.2554,1.2081,3.94349,4.00695,87.65264,75.96503,1.62928,1.05619,1.24175,3.98522,81.81883,1.35274,None
TLV:BLRN,BLADERANGER LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,2195784251,0,-25.121,0,0,0,0,0,0.01,0.04654,0,-1.202,2120,-0.00057,700.6369,7293980,-6134000,-0.84097,10,143464288,160465792,-613400,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-2339333.333,-892600,231781009.6,4159787493,2195784251,0.52255,0.67132,0.59694,USD,1,0,0,0,0,2120,1512,3799,2414.6638,-12.2031,40.21164,-44.19584,0.5317,0.5327,5.53214,6.74754,0,0,0,0,17.59201,20.26912,6.14984,0.01,0.01,18.94057,None
TLV:BLRX,BIOLINE RX LTD,Healthcare,Israel,1.00E+50,0,-27481866.67,0,-8970733.333,-18226300,0,0,0,-23.19674,0,-23.19674,35365754.88,-23.19674,-12.49677,0,0,0,0,0,0.01,0.01,0,-0.119,65.2,-0.00183,1039.6825,645481984,-30021000,-0.04651,38,227769840,422790720,-790026.3158,-0.0576,-0.0576,-0.0576,0.9924,-0.75,1,1,-23016200,-5547200,998820.3389,69732689.43,35365754.88,0.83111,0.99177,0.91144,USD,1,0,0,0,0,65.2,32.7,136,63.0951,3.33607,99.38838,-52.05882,0.62924,0.63024,2.71164,2.0426,0,0,0.13246,0.03311,2.90651,2.13791,2.38712,0.01,0.09279,2.53221,None
TLV:BLSR,BLUE SQUARE REAL,Real Estate,Israel,33817580127,83927495.38,67740278.91,27291809.58,19334612.99,43537445.95,55609652.48,18.925,18.925,14.87104,0,14.87104,8.32663,14.87104,24.023,0.55993,2.19719,2.5,8.37792,12.03125,5.50514,0.21207,0,16.206,23780,0.00068,124.99027,11585000,187748992,16.20621,45,6345566720,2791984896,4172199.822,-0.6,-0.06445,-0.46611,0.58389,-0.75,1,1,38112305.19,10731708.78,166.49653,591.29136,378.89395,2.05073,2.16139,2.10606,ILS,0.30581,517.912,517.912,328.011,474.753,23780,10970,25280,21097.203,12.71636,116.77302,-5.93354,1.79036,32.93343,1.49844,1.46479,0.19556,0.5046,0.82182,0.61866,0.73553,0.95001,1.49162,0.36008,0.73024,0.85277,None
TLV:BMLK,BIOMILK,Technology,Israel,1.00E+50,0,0,0,0,0,0,1994.914,1994.914,0,0,0,2431.425,0,-48.668,0,0,0,0,0,0.01,0.01,0,-0.588,513.7,-0.00114,609.31177,41196900,-4505000,-0.10935,10000000,203481200,248005344,-0.4505,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-2728066.667,-642700,416632874.8,31765772735,16091202805,0.15858,0.12168,0.14013,USD,1,138.167,0,0,0,513.7,136,851.9,552.11536,-6.95785,277.72059,-39.6995,1.05518,1.38022,8.79278,10.03237,3.16546,5.43506,0,0,7.32023,9.3859,9.42258,4.31026,0.01,8.36306,None
TLV:BNRG,BRENMILLER ENERGY,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,160062569.1,0,-12.941,0,0,0,0,0,0.01,0.16346,0,-2.049,935.2,-0.00219,10000,24072000,-32584000,-1.35361,81,266605008,257811120,-402271.6049,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-15130400,-3925900,5564509.883,314560628.3,160062569.1,-20.53439,-39.41692,300.75655,USD,1,0,0,0,0,935.2,500.6,2529,1576.3552,-40.67327,86.81582,-63.02096,0.42852,0.42952,1.52469,0.97108,4.35667,0.07357,1.25373,0.14122,1.26405,0.88481,1.25789,2.22512,0.70747,1.08443,None
